comparison_type,method,model_name,display_name,sample_id,nearest_sample_id,selection_group,nearest_selection_group,true_class_name,nearest_true_class_name,feature_distance,same_selection_group,same_true_class,top_k_overlap,jaccard_similarity,rank_correlation,signed_cosine_similarity,abs_cosine_similarity
nearest_neighbor_explanation_stability,LIME,logistic_regression,Logistic Regression,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.2,0.1111111111111111,-0.8636363636363635,0.06364401785700088,0.06364401785700088
nearest_neighbor_explanation_stability,LIME,decision_tree,Decision Tree,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.6,0.42857142857142855,0.1090909090909091,0.3498779693850279,0.6692715792056478
nearest_neighbor_explanation_stability,LIME,random_forest,Random Forest,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.4,0.25,-0.65,0.34400944229015906,0.34400944229015906
nearest_neighbor_explanation_stability,LIME,mlp,MLP,7568,7426,sira_predicted_as_dermason,sira_predicted_as_dermason,SIRA,SIRA,0.936929679198692,True,True,0.4,0.25,-0.5750000000000001,0.11172598137027016,0.11172598137027016
nearest_neighbor_explanation_stability,SHAP,logistic_regression,Logistic Regression,7604,13381,sira_predicted_as_dermason,dermason_predicted_as_sira,SIRA,DERMASON,0.41104103196333636,False,False,1.0,1.0,0.9999999999999999,0.9996485281852813,0.9996485281852813
nearest_neighbor_explanation_stability,SHAP,decision_tree,Decision Tree,7604,13381,sira_predicted_as_dermason,dermason_predicted_as_sira,SIRA,DERMASON,0.41104103196333636,False,False,0.4,0.25,-0.2,-0.039130769803983965,0.40917849052632926
nearest_neighbor_explanation_stability,SHAP,random_forest,Random Forest,7604,13381,sira_predicted_as_dermason,dermason_predicted_as_sira,SIRA,DERMASON,0.41104103196333636,False,False,0.8,0.6666666666666666,-0.942857142857143,0.6193319929005046,0.6193319929005046
nearest_neighbor_explanation_stability,SHAP,mlp,MLP,7604,13381,sira_predicted_as_dermason,dermason_predicted_as_sira,SIRA,DERMASON,0.41104103196333636,False,False,0.6,0.42857142857142855,0.2181818181818182,0.680269125931654,0.680269125931654
nearest_neighbor_explanation_stability,LIME,logistic_regression,Logistic Regression,7604,13381,sira_predicted_as_dermason,dermason_predicted_as_sira,SIRA,DERMASON,0.41104103196333636,False,False,0.8,0.6666666666666666,0.4285714285714286,0.8509546152668094,0.8509546152668094
nearest_neighbor_explanation_stability,LIME,decision_tree,Decision Tree,7604,13381,sira_predicted_as_dermason,dermason_predicted_as_sira,SIRA,DERMASON,0.41104103196333636,False,False,0.4,0.25,-0.1,0.5507959363588847,0.5507959363588847
