comparison_type,method,model_a,model_b,model_pair,sample_id,row_index,selection_group,true_label,true_class_name,top_k_overlap,jaccard_similarity,rank_correlation,signed_cosine_similarity,abs_cosine_similarity
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,8943,362,correct_sira,6,SIRA,0.4,0.25,-0.1,0.6945310853047842,0.6945310853047842
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,8943,362,correct_sira,6,SIRA,0.4,0.25,-0.5750000000000001,0.353151511421029,0.353151511421029
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,8943,362,correct_sira,6,SIRA,0.4,0.25,-0.5,0.42531780344361564,0.42531780344361564
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,9111,186,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.2545454545454546,0.49710051569069164,0.49710051569069164
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,9111,186,correct_sira,6,SIRA,0.4,0.25,0.15000000000000002,0.575302663092207,0.575302663092207
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,9111,186,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.609090909090909,0.16040862852657145,0.16040862852657145
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,9111,186,correct_sira,6,SIRA,0.6,0.42857142857142855,0.05454545454545455,0.7708053741107902,0.7708053741107902
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,9111,186,correct_sira,6,SIRA,0.4,0.25,-0.55,0.30014405566423935,0.30014405566423935
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,9111,186,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.609090909090909,0.18417985349445393,0.18417985349445393
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,9316,462,correct_sira,6,SIRA,0.4,0.25,-0.25,0.5527873708649496,0.5527873708649496
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,9316,462,correct_sira,6,SIRA,0.6,0.42857142857142855,0.01818181818181818,0.598288659908719,0.598288659908719
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,9316,462,correct_sira,6,SIRA,0.4,0.25,-0.95,0.1828583694306457,0.1828583694306457
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,9316,462,correct_sira,6,SIRA,0.6,0.42857142857142855,0.05454545454545455,0.7677004918085645,0.7677004918085645
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,9316,462,correct_sira,6,SIRA,0.4,0.25,-0.625,0.22044093930148165,0.22044093930148165
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,9316,462,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.8,0.14208164701787962,0.14208164701787962
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,9463,1293,correct_sira,6,SIRA,0.4,0.25,-0.4,0.4689231394542427,0.4689231394542427
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,9463,1293,correct_sira,6,SIRA,0.6,0.42857142857142855,0.14545454545454545,0.619182411238834,0.619182411238834
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,9463,1293,correct_sira,6,SIRA,0.4,0.25,-0.5,0.3944871921916179,0.3944871921916179
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,9463,1293,correct_sira,6,SIRA,0.6,0.42857142857142855,0.1090909090909091,0.7984636041560713,0.7984636041560713
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,9463,1293,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.4727272727272727,0.1956708081721928,0.1956708081721928
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,9463,1293,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.6727272727272727,0.18463100416691824,0.18463100416691824
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,9919,1094,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.8181818181818182,0.03333337125032795,0.03333337125032795
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,9919,1094,correct_sira,6,SIRA,0.0,0.0,-0.8620689655172413,0.0,0.0
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,9919,1094,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.6545454545454545,0.1898544319493925,0.1898544319493925
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,9919,1094,correct_sira,6,SIRA,0.4,0.25,-0.05,0.4744368749831306,0.4744368749831306
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,9919,1094,correct_sira,6,SIRA,0.4,0.25,-0.725,0.11986146669505693,0.11986146669505693
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,9919,1094,correct_sira,6,SIRA,0.4,0.25,-0.325,0.3670388657039277,0.3670388657039277
cross_model_same_method,SHAP,logistic_regression,decision_tree,Logistic Regression vs Decision Tree,9967,1890,correct_sira,6,SIRA,0.4,0.25,-0.6000000000000001,-0.10292061197436542,0.23211622512791247
cross_model_same_method,SHAP,logistic_regression,random_forest,Logistic Regression vs Random Forest,9967,1890,correct_sira,6,SIRA,0.0,0.0,-0.8620689655172413,0.0,0.0
cross_model_same_method,SHAP,logistic_regression,mlp,Logistic Regression vs MLP,9967,1890,correct_sira,6,SIRA,0.4,0.25,-0.275,0.43962132142275395,0.43962132142275395
cross_model_same_method,SHAP,decision_tree,random_forest,Decision Tree vs Random Forest,9967,1890,correct_sira,6,SIRA,0.2,0.1111111111111111,-0.4727272727272727,0.2089482013703816,0.2089482013703816
cross_model_same_method,SHAP,decision_tree,mlp,Decision Tree vs MLP,9967,1890,correct_sira,6,SIRA,0.4,0.25,-0.7000000000000001,0.2299646929777128,0.2299646929777128
cross_model_same_method,SHAP,random_forest,mlp,Random Forest vs MLP,9967,1890,correct_sira,6,SIRA,0.4,0.25,-0.25,0.49048528725476825,0.49048528725476825
